name_display,name_pretty,state,countyFIPS
"Cumberland County, IL",Cumberland County,IL,17035
"DeKalb County, IL",DeKalb County,IL,17037
"De Witt County, IL",De Witt County,IL,17039
"Douglas County, IL",Douglas County,IL,17041
"DuPage County, IL",DuPage County,IL,17043
"Edgar County, IL",Edgar County,IL,17045
"Edwards County, IL",Edwards County,IL,17047
"Effingham County, IL",Effingham County,IL,17049
"Fayette County, IL",Fayette County,IL,17051
"Ford County, IL",Ford County,IL,17053
"Franklin County, IL",Franklin County,IL,17055
"Fulton County, IL",Fulton County,IL,17057
"Gallatin County, IL",Gallatin County,IL,17059
"Greene County, IL",Greene County,IL,17061
"Grundy County, IL",Grundy County,IL,17063
"Hamilton County, IL",Hamilton County,IL,17065
"Hancock County, IL",Hancock County,IL,17067
"Hardin County, IL",Hardin County,IL,17069
"Henderson County, IL",Henderson County,IL,17071
"Henry County, IL",Henry County,IL,17073
"Iroquois County, IL",Iroquois County,IL,17075
"Jackson County, IL",Jackson County,IL,17077
"Jasper County, IL",Jasper County,IL,17079
"Jefferson County, IL",Jefferson County,IL,17081
"Jersey County, IL",Jersey County,IL,17083
"Jo Daviess County, IL",Jo Daviess County,IL,17085
"Johnson County, IL",Johnson County,IL,17087
"Kane County, IL",Kane County,IL,17089
"Kankakee County, IL",Kankakee County,IL,17091
"Kendall County, IL",Kendall County,IL,17093
"Knox County, IL",Knox County,IL,17095
"Lake County, IL",Lake County,IL,17097
"LaSalle County, IL",LaSalle County,IL,17099
"Lawrence County, IL",Lawrence County,IL,17101
"Lee County, IL",Lee County,IL,17103
"Livingston County, IL",Livingston County,IL,17105
"Logan County, IL",Logan County,IL,17107
"McDonough County, IL",McDonough County,IL,17109
"McHenry County, IL",McHenry County,IL,17111
"McLean County, IL",McLean County,IL,17113
"Macon County, IL",Macon County,IL,17115
"Macoupin County, IL",Macoupin County,IL,17117
"Madison County, IL",Madison County,IL,17119
"Marion County, IL",Marion County,IL,17121
"Marshall County, IL",Marshall County,IL,17123
"Mason County, IL",Mason County,IL,17125
"Massac County, IL",Massac County,IL,17127
"Menard County, IL",Menard County,IL,17129
"Mercer County, IL",Mercer County,IL,17131
"Monroe County, IL",Monroe County,IL,17133
"Montgomery County, IL",Montgomery County,IL,17135
"Morgan County, IL",Morgan County,IL,17137
"Moultrie County, IL",Moultrie County,IL,17139
"Ogle County, IL",Ogle County,IL,17141
"Peoria County, IL",Peoria County,IL,17143
"Perry County, IL",Perry County,IL,17145
"Piatt County, IL",Piatt County,IL,17147
"Pike County, IL",Pike County,IL,17149
"Pope County, IL",Pope County,IL,17151
"Pulaski County, IL",Pulaski County,IL,17153
"Putnam County, IL",Putnam County,IL,17155
"Randolph County, IL",Randolph County,IL,17157
"Richland County, IL",Richland County,IL,17159
"Rock Island County, IL",Rock Island County,IL,17161
"St. Clair County, IL",St. Clair County,IL,17163
"Saline County, IL",Saline County,IL,17165
"Sangamon County, IL",Sangamon County,IL,17167
"Schuyler County, IL",Schuyler County,IL,17169
"Scott County, IL",Scott County,IL,17171
"Shelby County, IL",Shelby County,IL,17173
"Stark County, IL",Stark County,IL,17175
"Stephenson County, IL",Stephenson County,IL,17177
"Tazewell County, IL",Tazewell County,IL,17179
"Union County, IL",Union County,IL,17181
"Vermilion County, IL",Vermilion County,IL,17183
"Wabash County, IL",Wabash County,IL,17185
"Warren County, IL",Warren County,IL,17187
"Washington County, IL",Washington County,IL,17189
"Wayne County, IL",Wayne County,IL,17191
"White County, IL",White County,IL,17193
"Whiteside County, IL",Whiteside County,IL,17195
"Will County, IL",Will County,IL,17197
"Williamson County, IL",Williamson County,IL,17199
"Winnebago County, IL",Winnebago County,IL,17201
"Woodford County, IL",Woodford County,IL,17203
"Adams County, IN",Adams County,IN,18001
"Allen County, IN",Allen County,IN,18003
"Bartholomew County, IN",Bartholomew County,IN,18005
"Benton County, IN",Benton County,IN,18007
"Blackford County, IN",Blackford County,IN,18009
"Boone County, IN",Boone County,IN,18011
"Brown County, IN",Brown County,IN,18013
"Carroll County, IN",Carroll County,IN,18015
"Cass County, IN",Cass County,IN,18017
"Clark County, IN",Clark County,IN,18019
"Clay County, IN",Clay County,IN,18021
"Clinton County, IN",Clinton County,IN,18023
"Crawford County, IN",Crawford County,IN,18025
"Daviess County, IN",Daviess County,IN,18027
"Dearborn County, IN",Dearborn County,IN,18029
"Decatur County, IN",Decatur County,IN,18031
"DeKalb County, IN",DeKalb County,IN,18033
"Delaware County, IN",Delaware County,IN,18035
"Dubois County, IN",Dubois County,IN,18037
"Elkhart County, IN",Elkhart County,IN,18039
"Fayette County, IN",Fayette County,IN,18041
"Floyd County, IN",Floyd County,IN,18043
"Fountain County, IN",Fountain County,IN,18045
"Franklin County, IN",Franklin County,IN,18047
"Fulton County, IN",Fulton County,IN,18049
"Gibson County, IN",Gibson County,IN,18051
"Grant County, IN",Grant County,IN,18053
"Greene County, IN",Greene County,IN,18055
"Hamilton County, IN",Hamilton County,IN,18057
"Hancock County, IN",Hancock County,IN,18059
"Harrison County, IN",Harrison County,IN,18061
"Hendricks County, IN",Hendricks County,IN,18063
"Henry County, IN",Henry County,IN,18065
"Howard County, IN",Howard County,IN,18067
"Huntington County, IN",Huntington County,IN,18069
"Jackson County, IN",Jackson County,IN,18071
"Jasper County, IN",Jasper County,IN,18073
"Jay County, IN",Jay County,IN,18075
"Jefferson County, IN",Jefferson County,IN,18077
"Jennings County, IN",Jennings County,IN,18079
"Johnson County, IN",Johnson County,IN,18081
"Knox County, IN",Knox County,IN,18083
"Kosciusko County, IN",Kosciusko County,IN,18085
"LaGrange County, IN",LaGrange County,IN,18087
"Lake County, IN",Lake County,IN,18089
"LaPorte County, IN",LaPorte County,IN,18091
"Lawrence County, IN",Lawrence County,IN,18093
"Madison County, IN",Madison County,IN,18095
"Marion County, IN",Marion County,IN,18097
"Marshall County, IN",Marshall County,IN,18099
"Martin County, IN",Martin County,IN,18101
"Miami County, IN",Miami County,IN,18103
"Monroe County, IN",Monroe County,IN,18105
"Montgomery County, IN",Montgomery County,IN,18107
"Morgan County, IN",Morgan County,IN,18109
"Newton County, IN",Newton County,IN,18111
"Noble County, IN",Noble County,IN,18113
"Ohio County, IN",Ohio County,IN,18115
"Orange County, IN",Orange County,IN,18117
"Owen County, IN",Owen County,IN,18119
"Parke County, IN",Parke County,IN,18121
"Perry County, IN",Perry County,IN,18123
"Pike County, IN",Pike County,IN,18125
"Porter County, IN",Porter County,IN,18127
"Posey County, IN",Posey County,IN,18129
"Pulaski County, IN",Pulaski County,IN,18131
"Putnam County, IN",Putnam County,IN,18133
"Randolph County, IN",Randolph County,IN,18135
"Ripley County, IN",Ripley County,IN,18137
"Rush County, IN",Rush County,IN,18139
"St. Joseph County, IN",St. Joseph County,IN,18141
"Scott County, IN",Scott County,IN,18143
"Shelby County, IN",Shelby County,IN,18145
"Spencer County, IN",Spencer County,IN,18147
"Starke County, IN",Starke County,IN,18149
"Steuben County, IN",Steuben County,IN,18151
"Sullivan County, IN",Sullivan County,IN,18153
"Switzerland County, IN",Switzerland County,IN,18155
"Tippecanoe County, IN",Tippecanoe County,IN,18157
"Tipton County, IN",Tipton County,IN,18159
"Union County, IN",Union County,IN,18161
"Vanderburgh County, IN",Vanderburgh County,IN,18163
"Vermillion County, IN",Vermillion County,IN,18165
"Vigo County, IN",Vigo County,IN,18167
"Wabash County, IN",Wabash County,IN,18169
"Warren County, IN",Warren County,IN,18171
"Warrick County, IN",Warrick County,IN,18173
"Washington County, IN",Washington County,IN,18175
"Wayne County, IN",Wayne County,IN,18177
"Wells County, IN",Wells County,IN,18179
"White County, IN",White County,IN,18181
"Whitley County, IN",Whitley County,IN,18183
"Adair County, IA",Adair County,IA,19001
"Adams County, IA",Adams County,IA,19003
"Allamakee County, IA",Allamakee County,IA,19005
"Appanoose County, IA",Appanoose County,IA,19007
"Audubon County, IA",Audubon County,IA,19009
"Benton County, IA",Benton County,IA,19011
"Black Hawk County, IA",Black Hawk County,IA,19013
"Boone County, IA",Boone County,IA,19015
"Bremer County, IA",Bremer County,IA,19017
"Buchanan County, IA",Buchanan County,IA,19019
"Buena Vista County, IA",Buena Vista County,IA,19021
"Butler County, IA",Butler County,IA,19023
"Calhoun County, IA",Calhoun County,IA,19025
"Carroll County, IA",Carroll County,IA,19027
"Cass County, IA",Cass County,IA,19029
"Cedar County, IA",Cedar County,IA,19031
"Cerro Gordo County, IA",Cerro Gordo County,IA,19033
"Cherokee County, IA",Cherokee County,IA,19035
"Chickasaw County, IA",Chickasaw County,IA,19037
"Clarke County, IA",Clarke County,IA,19039
"Clay County, IA",Clay County,IA,19041
"Clayton County, IA",Clayton County,IA,19043
"Clinton County, IA",Clinton County,IA,19045
"Crawford County, IA",Crawford County,IA,19047
"Dallas County, IA",Dallas County,IA,19049
"Davis County, IA",Davis County,IA,19051
"Decatur County, IA",Decatur County,IA,19053
"Delaware County, IA",Delaware County,IA,19055
"Des Moines County, IA",Des Moines County,IA,19057
"Dickinson County, IA",Dickinson County,IA,19059
"Dubuque County, IA",Dubuque County,IA,19061
"Emmet County, IA",Emmet County,IA,19063
"Fayette County, IA",Fayette County,IA,19065
"Floyd County, IA",Floyd County,IA,19067
"Franklin County, IA",Franklin County,IA,19069
"Fremont County, IA",Fremont County,IA,19071
"Greene County, IA",Greene County,IA,19073
"Grundy County, IA",Grundy County,IA,19075
"Guthrie County, IA",Guthrie County,IA,19077
"Hamilton County, IA",Hamilton County,IA,19079
"Hancock County, IA",Hancock County,IA,19081
"Hardin County, IA",Hardin County,IA,19083
"Harrison County, IA",Harrison County,IA,19085
"Henry County, IA",Henry County,IA,19087
"Howard County, IA",Howard County,IA,19089
"Humboldt County, IA",Humboldt County,IA,19091
"Ida County, IA",Ida County,IA,19093
"Iowa County, IA",Iowa County,IA,19095
"Jackson County, IA",Jackson County,IA,19097
"Jasper County, IA",Jasper County,IA,19099
"Jefferson County, IA",Jefferson County,IA,19101
"Johnson County, IA",Johnson County,IA,19103
"Jones County, IA",Jones County,IA,19105
"Keokuk County, IA",Keokuk County,IA,19107
"Kossuth County, IA",Kossuth County,IA,19109
"Lee County, IA",Lee County,IA,19111
"Linn County, IA",Linn County,IA,19113
"Louisa County, IA",Louisa County,IA,19115
"Lucas County, IA",Lucas County,IA,19117
"Lyon County, IA",Lyon County,IA,19119
"Madison County, IA",Madison County,IA,19121
"Mahaska County, IA",Mahaska County,IA,19123
"Marion County, IA",Marion County,IA,19125
"Marshall County, IA",Marshall County,IA,19127
"Mills County, IA",Mills County,IA,19129
"Mitchell County, IA",Mitchell County,IA,19131
"Monona County, IA",Monona County,IA,19133
"Monroe County, IA",Monroe County,IA,19135
"Montgomery County, IA",Montgomery County,IA,19137
"Muscatine County, IA",Muscatine County,IA,19139
"O'Brien County, IA",O'Brien County,IA,19141
"Osceola County, IA",Osceola County,IA,19143
"Page County, IA",Page County,IA,19145
"Palo Alto County, IA",Palo Alto County,IA,19147
"Plymouth County, IA",Plymouth County,IA,19149
"Pocahontas County, IA",Pocahontas County,IA,19151
"Polk County, IA",Polk County,IA,19153
"Pottawattamie County, IA",Pottawattamie County,IA,19155
"Poweshiek County, IA",Poweshiek County,IA,19157
"Ringgold County, IA",Ringgold County,IA,19159
"Sac County, IA",Sac County,IA,19161
"Scott County, IA",Scott County,IA,19163
"Shelby County, IA",Shelby County,IA,19165
"Sioux County, IA",Sioux County,IA,19167
"Story County, IA",Story County,IA,19169
"Tama County, IA",Tama County,IA,19171
"Taylor County, IA",Taylor County,IA,19173
"Union County, IA",Union County,IA,19175
"Van Buren County, IA",Van Buren County,IA,19177
"Wapello County, IA",Wapello County,IA,19179
"Warren County, IA",Warren County,IA,19181
"Washington County, IA",Washington County,IA,19183
"Wayne County, IA",Wayne County,IA,19185
"Webster County, IA",Webster County,IA,19187
"Winnebago County, IA",Winnebago County,IA,19189
"Winneshiek County, IA",Winneshiek County,IA,19191
"Woodbury County, IA",Woodbury County,IA,19193
"Worth County, IA",Worth County,IA,19195
"Wright County, IA",Wright County,IA,19197
"Allen County, KS",Allen County,KS,20001
"Anderson County, KS",Anderson County,KS,20003
"Atchison County, KS",Atchison County,KS,20005
"Barber County, KS",Barber County,KS,20007
"Barton County, KS",Barton County,KS,20009
"Bourbon County, KS",Bourbon County,KS,20011
"Brown County, KS",Brown County,KS,20013
"Butler County, KS",Butler County,KS,20015
"Chase County, KS",Chase County,KS,20017
"Chautauqua County, KS",Chautauqua County,KS,20019
"Cherokee County, KS",Cherokee County,KS,20021
"Cheyenne County, KS",Cheyenne County,KS,20023
"Clark County, KS",Clark County,KS,20025
"Clay County, KS",Clay County,KS,20027
"Cloud County, KS",Cloud County,KS,20029
"Coffey County, KS",Coffey County,KS,20031
"Comanche County, KS",Comanche County,KS,20033
"Cowley County, KS",Cowley County,KS,20035
"Crawford County, KS",Crawford County,KS,20037
"Decatur County, KS",Decatur County,KS,20039
"Dickinson County, KS",Dickinson County,KS,20041
"Doniphan County, KS",Doniphan County,KS,20043
"Douglas County, KS",Douglas County,KS,20045
"Edwards County, KS",Edwards County,KS,20047
"Elk County, KS",Elk County,KS,20049
"Ellis County, KS",Ellis County,KS,20051
"Ellsworth County, KS",Ellsworth County,KS,20053
"Finney County, KS",Finney County,KS,20055
"Ford County, KS",Ford County,KS,20057
"Franklin County, KS",Franklin County,KS,20059
"Geary County, KS",Geary County,KS,20061
"Gove County, KS",Gove County,KS,20063
"Graham County, KS",Graham County,KS,20065
"Grant County, KS",Grant County,KS,20067
"Gray County, KS",Gray County,KS,20069
"Greeley County, KS",Greeley County,KS,20071
"Greenwood County, KS",Greenwood County,KS,20073
"Hamilton County, KS",Hamilton County,KS,20075
"Harper County, KS",Harper County,KS,20077
"Harvey County, KS",Harvey County,KS,20079
"Haskell County, KS",Haskell County,KS,20081
"Hodgeman County, KS",Hodgeman County,KS,20083
"Jackson County, KS",Jackson County,KS,20085
"Jefferson County, KS",Jefferson County,KS,20087
"Jewell County, KS",Jewell County,KS,20089
"Johnson County, KS",Johnson County,KS,20091
"Kearny County, KS",Kearny County,KS,20093
"Kingman County, KS",Kingman County,KS,20095
"Kiowa County, KS",Kiowa County,KS,20097
"Labette County, KS",Labette County,KS,20099
"Lane County, KS",Lane County,KS,20101
"Leavenworth County, KS",Leavenworth County,KS,20103
"Lincoln County, KS",Lincoln County,KS,20105
"Linn County, KS",Linn County,KS,20107
"Logan County, KS",Logan County,KS,20109
"Lyon County, KS",Lyon County,KS,20111
"McPherson County, KS",McPherson County,KS,20113
"Marion County, KS",Marion County,KS,20115
"Marshall County, KS",Marshall County,KS,20117
"Meade County, KS",Meade County,KS,20119
"Miami County, KS",Miami County,KS,20121
"Mitchell County, KS",Mitchell County,KS,20123
"Montgomery County, KS",Montgomery County,KS,20125
"Morris County, KS",Morris County,KS,20127
"Morton County, KS",Morton County,KS,20129
"Nemaha County, KS",Nemaha County,KS,20131
"Neosho County, KS",Neosho County,KS,20133
"Ness County, KS",Ness County,KS,20135
"Norton County, KS",Norton County,KS,20137
"Osage County, KS",Osage County,KS,20139
"Osborne County, KS",Osborne County,KS,20141
"Ottawa County, KS",Ottawa County,KS,20143
"Pawnee County, KS",Pawnee County,KS,20145
"Phillips County, KS",Phillips County,KS,20147
"Pottawatomie County, KS",Pottawatomie County,KS,20149
"Pratt County, KS",Pratt County,KS,20151
"Rawlins County, KS",Rawlins County,KS,20153
"Reno County, KS",Reno County,KS,20155
"Republic County, KS",Republic County,KS,20157
"Rice County, KS",Rice County,KS,20159
"Riley County, KS",Riley County,KS,20161
"Rooks County, KS",Rooks County,KS,20163
"Rush County, KS",Rush County,KS,20165
"Russell County, KS",Russell County,KS,20167
"Saline County, KS",Saline County,KS,20169
"Scott County, KS",Scott County,KS,20171
"Sedgwick County, KS",Sedgwick County,KS,20173
"Seward County, KS",Seward County,KS,20175
"Shawnee County, KS",Shawnee County,KS,20177
"Sheridan County, KS",Sheridan County,KS,20179
"Sherman County, KS",Sherman County,KS,20181
"Smith County, KS",Smith County,KS,20183
"Stafford County, KS",Stafford County,KS,20185
"Stanton County, KS",Stanton County,KS,20187
"Stevens County, KS",Stevens County,KS,20189
"Sumner County, KS",Sumner County,KS,20191
"Thomas County, KS",Thomas County,KS,20193
"Trego County, KS",Trego County,KS,20195
"Wabaunsee County, KS",Wabaunsee County,KS,20197
"Wallace County, KS",Wallace County,KS,20199
"Washington County, KS",Washington County,KS,20201
"Wichita County, KS",Wichita County,KS,20203
"Wilson County, KS",Wilson County,KS,20205
"Woodson County, KS",Woodson County,KS,20207
"Wyandotte County, KS",Wyandotte County,KS,20209
"Adair County, KY",Adair County,KY,21001
"Allen County, KY",Allen County,KY,21003
"Anderson County, KY",Anderson County,KY,21005
"Ballard County, KY",Ballard County,KY,21007
"Barren County, KY",Barren County,KY,21009
"Bath County, KY",Bath County,KY,21011
"Bell County, KY",Bell County,KY,21013
"Boone County, KY",Boone County,KY,21015
"Bourbon County, KY",Bourbon County,KY,21017
"Boyd County, KY",Boyd County,KY,21019
"Boyle County, KY",Boyle County,KY,21021
"Bracken County, KY",Bracken County,KY,21023
"Breathitt County, KY",Breathitt County,KY,21025
"Breckinridge County, KY",Breckinridge County,KY,21027
"Bullitt County, KY",Bullitt County,KY,21029
"Butler County, KY",Butler County,KY,21031
"Caldwell County, KY",Caldwell County,KY,21033
"Calloway County, KY",Calloway County,KY,21035
"Campbell County, KY",Campbell County,KY,21037
"Carlisle County, KY",Carlisle County,KY,21039
"Carroll County, KY",Carroll County,KY,21041
"Carter County, KY",Carter County,KY,21043
"Casey County, KY",Casey County,KY,21045
"Christian County, KY",Christian County,KY,21047
"Clark County, KY",Clark County,KY,21049
"Clay County, KY",Clay County,KY,21051
"Clinton County, KY",Clinton County,KY,21053
"Crittenden County, KY",Crittenden County,KY,21055
"Cumberland County, KY",Cumberland County,KY,21057
"Daviess County, KY",Daviess County,KY,21059
"Edmonson County, KY",Edmonson County,KY,21061
"Elliott County, KY",Elliott County,KY,21063
"Estill County, KY",Estill County,KY,21065
"Fayette County, KY",Fayette County,KY,21067
"Fleming County, KY",Fleming County,KY,21069
"Floyd County, KY",Floyd County,KY,21071
"Franklin County, KY",Franklin County,KY,21073
"Fulton County, KY",Fulton County,KY,21075
"Gallatin County, KY",Gallatin County,KY,21077
"Garrard County, KY",Garrard County,KY,21079
"Grant County, KY",Grant County,KY,21081
"Graves County, KY",Graves County,KY,21083
"Grayson County, KY",Grayson County,KY,21085
"Green County, KY",Green County,KY,21087
"Greenup County, KY",Greenup County,KY,21089
"Hancock County, KY",Hancock County,KY,21091
"Hardin County, KY",Hardin County,KY,21093
"Harlan County, KY",Harlan County,KY,21095
"Harrison County, KY",Harrison County,KY,21097
"Hart County, KY",Hart County,KY,21099
"Henderson County, KY",Henderson County,KY,21101
"Henry County, KY",Henry County,KY,21103
"Hickman County, KY",Hickman County,KY,21105
"Hopkins County, KY",Hopkins County,KY,21107
"Jackson County, KY",Jackson County,KY,21109
"Jefferson County, KY",Jefferson County,KY,21111
"Jessamine County, KY",Jessamine County,KY,21113
"Johnson County, KY",Johnson County,KY,21115
"Kenton County, KY",Kenton County,KY,21117
"Knott County, KY",Knott County,KY,21119
"Knox County, KY",Knox County,KY,21121
"Larue County, KY",Larue County,KY,21123
"Laurel County, KY",Laurel County,KY,21125
"Lawrence County, KY",Lawrence County,KY,21127
"Lee County, KY",Lee County,KY,21129
"Leslie County, KY",Leslie County,KY,21131
"Letcher County, KY",Letcher County,KY,21133
"Lewis County, KY",Lewis County,KY,21135
"Lincoln County, KY",Lincoln County,KY,21137
"Livingston County, KY",Livingston County,KY,21139
"Logan County, KY",Logan County,KY,21141
"Lyon County, KY",Lyon County,KY,21143
"McCracken County, KY",McCracken County,KY,21145
"McCreary County, KY",McCreary County,KY,21147
"McLean County, KY",McLean County,KY,21149
"Madison County, KY",Madison County,KY,21151
"Magoffin County, KY",Magoffin County,KY,21153
"Marion County, KY",Marion County,KY,21155
"Marshall County, KY",Marshall County,KY,21157
"Martin County, KY",Martin County,KY,21159
"Mason County, KY",Mason County,KY,21161
"Meade County, KY",Meade County,KY,21163
"Menifee County, KY",Menifee County,KY,21165
"Mercer County, KY",Mercer County,KY,21167
"Metcalfe County, KY",Metcalfe County,KY,21169
"Monroe County, KY",Monroe County,KY,21171
"Montgomery County, KY",Montgomery County,KY,21173
"Morgan County, KY",Morgan County,KY,21175
"Muhlenberg County, KY",Muhlenberg County,KY,21177
"Nelson County, KY",Nelson County,KY,21179
"Nicholas County, KY",Nicholas County,KY,21181
"Ohio County, KY",Ohio County,KY,21183
"Oldham County, KY",Oldham County,KY,21185
"Owen County, KY",Owen County,KY,21187
"Owsley County, KY",Owsley County,KY,21189
"Pendleton County, KY",Pendleton County,KY,21191
"Perry County, KY",Perry County,KY,21193
"Pike County, KY",Pike County,KY,21195
"Powell County, KY",Powell County,KY,21197
"Pulaski County, KY",Pulaski County,KY,21199
"Robertson County, KY",Robertson County,KY,21201
"Rockcastle County, KY",Rockcastle County,KY,21203
"Rowan County, KY",Rowan County,KY,21205
"Russell County, KY",Russell County,KY,21207
"Scott County, KY",Scott County,KY,21209
"Shelby County, KY",Shelby County,KY,21211
"Simpson County, KY",Simpson County,KY,21213
"Spencer County, KY",Spencer County,KY,21215
"Taylor County, KY",Taylor County,KY,21217
"Todd County, KY",Todd County,KY,21219
"Trigg County, KY",Trigg County,KY,21221
"Trimble County, KY",Trimble County,KY,21223
"Union County, KY",Union County,KY,21225
"Warren County, KY",Warren County,KY,21227
"Washington County, KY",Washington County,KY,21229
"Wayne County, KY",Wayne County,KY,21231
"Webster County, KY",Webster County,KY,21233
"Whitley County, KY",Whitley County,KY,21235
"Wolfe County, KY",Wolfe County,KY,21237
"Woodford County, KY",Woodford County,KY,21239
"Acadia Parish, LA",Acadia Parish,LA,22001
"Allen Parish, LA",Allen Parish,LA,22003
"Ascension Parish, LA",Ascension Parish,LA,22005
"Assumption Parish, LA",Assumption Parish,LA,22007
"Avoyelles Parish, LA",Avoyelles Parish,LA,22009
"Beauregard Parish, LA",Beauregard Parish,LA,22011
"Bienville Parish, LA",Bienville Parish,LA,22013
"Bossier Parish, LA",Bossier Parish,LA,22015
"Caddo Parish, LA",Caddo Parish,LA,22017
"Calcasieu Parish, LA",Calcasieu Parish,LA,22019
"Caldwell Parish, LA",Caldwell Parish,LA,22021
"Cameron Parish, LA",Cameron Parish,LA,22023
"Catahoula Parish, LA",Catahoula Parish,LA,22025
"Claiborne Parish, LA",Claiborne Parish,LA,22027
"Concordia Parish, LA",Concordia Parish,LA,22029
"De Soto Parish, LA",De Soto Parish,LA,22031
"East Baton Rouge Parish, LA",East Baton Rouge Parish,LA,22033
"East Carroll Parish, LA",East Carroll Parish,LA,22035
"East Feliciana Parish, LA",East Feliciana Parish,LA,22037
"Evangeline Parish, LA",Evangeline Parish,LA,22039
"Franklin Parish, LA",Franklin Parish,LA,22041
"Grant Parish, LA",Grant Parish,LA,22043
"Iberia Parish, LA",Iberia Parish,LA,22045
"Iberville Parish, LA",Iberville Parish,LA,22047
"Jackson Parish, LA",Jackson Parish,LA,22049
"Jefferson Parish, LA",Jefferson Parish,LA,22051
"Jefferson Davis Parish, LA",Jefferson Davis Parish,LA,22053
"Lafayette Parish, LA",Lafayette Parish,LA,22055
"Lafourche Parish, LA",Lafourche Parish,LA,22057
"La Salle Parish, LA",La Salle Parish,LA,22059
"Lincoln Parish, LA",Lincoln Parish,LA,22061
"Livingston Parish, LA",Livingston Parish,LA,22063
"Madison Parish, LA",Madison Parish,LA,22065
"Morehouse Parish, LA",Morehouse Parish,LA,22067
"Natchitoches Parish, LA",Natchitoches Parish,LA,22069
"Orleans Parish, LA",Orleans Parish,LA,22071
"Ouachita Parish, LA",Ouachita Parish,LA,22073
"Plaquemines Parish, LA",Plaquemines Parish,LA,22075
"Pointe Coupee Parish, LA",Pointe Coupee Parish,LA,22077
"Rapides Parish, LA",Rapides Parish,LA,22079
"Red River Parish, LA",Red River Parish,LA,22081
"Richland Parish, LA",Richland Parish,LA,22083
"Sabine Parish, LA",Sabine Parish,LA,22085
"St. Bernard Parish, LA",St. Bernard Parish,LA,22087
"St. Charles Parish, LA",St. Charles Parish,LA,22089
"St. Helena Parish, LA",St. Helena Parish,LA,22091
"St. James Parish, LA",St. James Parish,LA,22093
"St. John the Baptist Parish, LA",St. John the Baptist Parish,LA,22095
"St. Landry Parish, LA",St. Landry Parish,LA,22097
"St. Martin Parish, LA",St. Martin Parish,LA,22099
"St. Mary Parish, LA",St. Mary Parish,LA,22101
"St. Tammany Parish, LA",St. Tammany Parish,LA,22103
"Tangipahoa Parish, LA",Tangipahoa Parish,LA,22105
"Tensas Parish, LA",Tensas Parish,LA,22107
"Terrebonne Parish, LA",Terrebonne Parish,LA,22109
"Union Parish, LA",Union Parish,LA,22111
"Vermilion Parish, LA",Vermilion Parish,LA,22113
"Vernon Parish, LA",Vernon Parish,LA,22115
"Washington Parish, LA",Washington Parish,LA,22117
"Webster Parish, LA",Webster Parish,LA,22119
"West Baton Rouge Parish, LA",West Baton Rouge Parish,LA,22121
"West Carroll Parish, LA",West Carroll Parish,LA,22123
"West Feliciana Parish, LA",West Feliciana Parish,LA,22125
"Winn Parish, LA",Winn Parish,LA,22127
"Androscoggin County, ME",Androscoggin County,ME,23001
"Aroostook County, ME",Aroostook County,ME,23003
"Cumberland County, ME",Cumberland County,ME,23005
"Franklin County, ME",Franklin County,ME,23007
"Hancock County, ME",Hancock County,ME,23009
"Kennebec County, ME",Kennebec County,ME,23011
"Knox County, ME",Knox County,ME,23013
"Lincoln County, ME",Lincoln County,ME,23015
"Oxford County, ME",Oxford County,ME,23017
"Penobscot County, ME",Penobscot County,ME,23019
"Piscataquis County, ME",Piscataquis County,ME,23021
"Sagadahoc County, ME",Sagadahoc County,ME,23023
"Somerset County, ME",Somerset County,ME,23025
"Waldo County, ME",Waldo County,ME,23027
"Washington County, ME",Washington County,ME,23029
"York County, ME",York County,ME,23031
"Allegany County, MD",Allegany County,MD,24001
"Anne Arundel County, MD",Anne Arundel County,MD,24003
"Baltimore County, MD",Baltimore County,MD,24005
"Calvert County, MD",Calvert County,MD,24009
"Caroline County, MD",Caroline County,MD,24011
"Carroll County, MD",Carroll County,MD,24013
"Cecil County, MD",Cecil County,MD,24015
"Charles County, MD",Charles County,MD,24017
"Dorchester County, MD",Dorchester County,MD,24019
"Frederick County, MD",Frederick County,MD,24021
"Garrett County, MD",Garrett County,MD,24023
"Harford County, MD",Harford County,MD,24025
"Howard County, MD",Howard County,MD,24027
"Kent County, MD",Kent County,MD,24029
"Montgomery County, MD",Montgomery County,MD,24031
"Prince George's County, MD",Prince George's County,MD,24033
"Queen Anne's County, MD",Queen Anne's County,MD,24035
"St. Mary's County, MD",St. Mary's County,MD,24037
"Somerset County, MD",Somerset County,MD,24039
"Talbot County, MD",Talbot County,MD,24041
"Washington County, MD",Washington County,MD,24043
"Wicomico County, MD",Wicomico County,MD,24045
"Worcester County, MD",Worcester County,MD,24047
"Baltimore City, MD",Baltimore City,MD,24510
"Barnstable County, MA",Barnstable County,MA,25001
"Berkshire County, MA",Berkshire County,MA,25003
"Bristol County, MA",Bristol County,MA,25005
"Dukes County, MA",Dukes County,MA,25007
"Essex County, MA",Essex County,MA,25009
"Franklin County, MA",Franklin County,MA,25011
"Hampden County, MA",Hampden County,MA,25013
"Hampshire County, MA",Hampshire County,MA,25015
"Middlesex County, MA",Middlesex County,MA,25017
"Nantucket County, MA",Nantucket County,MA,25019
"Norfolk County, MA",Norfolk County,MA,25021
"Plymouth County, MA",Plymouth County,MA,25023
"Suffolk County, MA",Suffolk County,MA,25025
"Worcester County, MA",Worcester County,MA,25027
